,Area,Item,Year,hg/ha_yield,Avg Rainfall (mm),pesticides_tonnes,Avg Temperature (°C),State,Soil Type
89,India,Sorghum,1990,8136,1083,75000,25.58,Maharashtra ,"Loamy, Sandy"
90,India,Sorghum,1990,8136,1083,75000,26.88,Maharashtra ,"Loamy, Sandy"
91,India,Sorghum,1990,8136,1083,75000,25.79,Maharashtra ,"Loamy, Sandy"
92,India,Sorghum,1990,8136,1083,75000,24.1,Maharashtra ,"Loamy, Sandy"
93,India,Sorghum,1990,8136,1083,75000,25.25,Maharashtra ,"Loamy, Sandy"
94,India,Sorghum,1990,8136,1083,75000,25.44,Karnataka ,"Loamy, Sandy"
95,India,Sorghum,1990,8136,1083,75000,25.54,Karnataka ,"Loamy, Sandy"
96,India,Sorghum,1990,8136,1083,75000,26.36,Karnataka ,"Loamy, Sandy"
97,India,Sorghum,1990,8136,1083,75000,26.91,Karnataka ,"Loamy, Sandy"
98,India,Sorghum,1990,8136,1083,75000,25.16,Karnataka ,"Loamy, Sandy"
99,India,Sorghum,1990,8136,1083,75000,25.77,Tamil nadu,"Loamy, Sandy"
100,India,Sorghum,1990,8136,1083,75000,25.12,Tamil nadu,"Loamy, Sandy"
101,India,Sorghum,1990,8136,1083,75000,24.1,Tamil nadu,"Loamy, Sandy"
102,India,Sorghum,1990,8136,1083,75000,25.68,Tamil nadu,"Loamy, Sandy"
103,India,Sorghum,1990,8136,1083,75000,25.54,Tamil nadu,"Loamy, Sandy"
104,India,Sorghum,1990,8136,1083,75000,25.44,Tamil nadu,"Loamy, Sandy"
105,India,Sorghum,1990,8136,1083,75000,24.78,Tamil nadu,"Loamy, Sandy"
106,India,Sorghum,1990,8136,1083,75000,26.59,Tamil nadu,"Loamy, Sandy"
107,India,Sorghum,1990,8136,1083,75000,24.37,Tamil nadu,"Loamy, Sandy"
108,India,Sorghum,1990,8136,1083,75000,26.63,Tamil nadu,"Loamy, Sandy"
109,India,Sorghum,1990,8136,1083,75000,26.63,Tamil nadu,"Loamy, Sandy"
110,India,Sorghum,1990,8136,1083,75000,25.64,Tamil nadu,"Loamy, Sandy"
111,India,Soybeans,1990,10145,1083,75000,25.58,Madhya Pradesh ,"Loamy, Sandy"
112,India,Soybeans,1990,10145,1083,75000,26.88,Madhya Pradesh ,"Loamy, Sandy"
113,India,Soybeans,1990,10145,1083,75000,25.79,Madhya Pradesh ,"Loamy, Sandy"
114,India,Soybeans,1990,10145,1083,75000,24.1,Madhya Pradesh ,"Loamy, Sandy"
115,India,Soybeans,1990,10145,1083,75000,25.25,Madhya Pradesh ,"Loamy, Sandy"
116,India,Soybeans,1990,10145,1083,75000,25.44,Madhya Pradesh ,"Loamy, Sandy"
117,India,Soybeans,1990,10145,1083,75000,25.54,Maharashtra ,"Loamy, Sandy"
118,India,Soybeans,1990,10145,1083,75000,26.36,Maharashtra ,"Loamy, Sandy"
119,India,Soybeans,1990,10145,1083,75000,26.91,Maharashtra ,"Loamy, Sandy"
120,India,Soybeans,1990,10145,1083,75000,25.16,Maharashtra ,"Loamy, Sandy"
121,India,Soybeans,1990,10145,1083,75000,25.77,Maharashtra ,"Loamy, Sandy"
122,India,Soybeans,1990,10145,1083,75000,25.12,Maharashtra ,"Loamy, Sandy"
123,India,Soybeans,1990,10145,1083,75000,24.1,Rajasthan,"Loamy, Sandy"
124,India,Soybeans,1990,10145,1083,75000,25.68,Rajasthan,"Loamy, Sandy"
125,India,Soybeans,1990,10145,1083,75000,25.54,Rajasthan,"Loamy, Sandy"
126,India,Soybeans,1990,10145,1083,75000,25.44,Rajasthan,"Loamy, Sandy"
127,India,Soybeans,1990,10145,1083,75000,24.78,Rajasthan,"Loamy, Sandy"
128,India,Soybeans,1990,10145,1083,75000,26.59,Rajasthan,"Loamy, Sandy"
129,India,Soybeans,1990,10145,1083,75000,24.37,Rajasthan,"Loamy, Sandy"
130,India,Soybeans,1990,10145,1083,75000,26.63,Rajasthan,"Loamy, Sandy"
131,India,Soybeans,1990,10145,1083,75000,26.63,Rajasthan,"Loamy, Sandy"
132,India,Soybeans,1990,10145,1083,75000,25.64,Rajasthan,"Loamy, Sandy"
133,India,Sweet potatoes,1990,79663,1083,75000,25.58,Odisha,"Sandy, Loamy"
134,India,Sweet potatoes,1990,79663,1083,75000,26.88,Odisha,"Sandy, Loamy"
135,India,Sweet potatoes,1990,79663,1083,75000,25.79,Odisha,"Sandy, Loamy"
136,India,Sweet potatoes,1990,79663,1083,75000,24.1,Odisha,"Sandy, Loamy"
137,India,Sweet potatoes,1990,79663,1083,75000,25.25,Odisha,"Sandy, Loamy"
138,India,Sweet potatoes,1990,79663,1083,75000,25.44,Odisha,"Sandy, Loamy"
139,India,Sweet potatoes,1990,79663,1083,75000,25.54,Odisha,"Sandy, Loamy"
140,India,Sweet potatoes,1990,79663,1083,75000,26.36,Odisha,"Sandy, Loamy"
141,India,Sweet potatoes,1990,79663,1083,75000,26.91,Odisha,"Sandy, Loamy"
142,India,Sweet potatoes,1990,79663,1083,75000,25.16,Odisha,"Sandy, Loamy"
143,India,Sweet potatoes,1990,79663,1083,75000,25.77,Odisha,"Sandy, Loamy"
144,India,Sweet potatoes,1990,79663,1083,75000,25.12,Odisha,"Sandy, Loamy"
145,India,Sweet potatoes,1990,79663,1083,75000,24.1,West Bengal,"Sandy, Loamy"
146,India,Sweet potatoes,1990,79663,1083,75000,25.68,West Bengal,"Sandy, Loamy"
147,India,Sweet potatoes,1990,79663,1083,75000,25.54,West Bengal,"Sandy, Loamy"
148,India,Sweet potatoes,1990,79663,1083,75000,25.44,West Bengal,"Sandy, Loamy"
149,India,Sweet potatoes,1990,79663,1083,75000,24.78,West Bengal,"Sandy, Loamy"
150,India,Sweet potatoes,1990,79663,1083,75000,26.59,West Bengal,"Sandy, Loamy"
151,India,Sweet potatoes,1990,79663,1083,75000,24.37,West Bengal,"Sandy, Loamy"
152,India,Sweet potatoes,1990,79663,1083,75000,26.63,West Bengal,"Sandy, Loamy"
153,India,Sweet potatoes,1990,79663,1083,75000,26.63,West Bengal,"Sandy, Loamy"
154,India,Sweet potatoes,1990,79663,1083,75000,25.64,West Bengal,"Sandy, Loamy"
155,India,Wheat,1990,21211,1083,75000,25.58,Punjab,"Loamy, Sandy"
156,India,Wheat,1990,21211,1083,75000,26.88,Punjab,"Loamy, Sandy"
157,India,Wheat,1990,21211,1083,75000,25.79,Punjab,"Loamy, Sandy"
158,India,Wheat,1990,21211,1083,75000,24.1,Punjab,"Loamy, Sandy"
159,India,Wheat,1990,21211,1083,75000,25.25,Punjab,"Loamy, Sandy"
160,India,Wheat,1990,21211,1083,75000,25.44,Uttar Pradesh,"Loamy, Sandy"
161,India,Wheat,1990,21211,1083,75000,25.54,Uttar Pradesh,"Loamy, Sandy"
162,India,Wheat,1990,21211,1083,75000,26.36,Uttar Pradesh,"Loamy, Sandy"
163,India,Wheat,1990,21211,1083,75000,26.91,Uttar Pradesh,"Loamy, Sandy"
164,India,Wheat,1990,21211,1083,75000,25.16,Uttar Pradesh,"Loamy, Sandy"
165,India,Wheat,1990,21211,1083,75000,25.77,Uttar Pradesh,"Loamy, Sandy"
166,India,Wheat,1990,21211,1083,75000,25.12,Uttar Pradesh,"Loamy, Sandy"
167,India,Wheat,1990,21211,1083,75000,24.1,Uttar Pradesh,"Loamy, Sandy"
168,India,Wheat,1990,21211,1083,75000,25.68,Uttar Pradesh,"Loamy, Sandy"
169,India,Wheat,1990,21211,1083,75000,25.54,Uttar Pradesh,"Loamy, Sandy"
170,India,Wheat,1990,21211,1083,75000,25.44,Uttar Pradesh,"Loamy, Sandy"
171,India,Wheat,1990,21211,1083,75000,24.78,Haryana,"Loamy, Sandy"
172,India,Wheat,1990,21211,1083,75000,26.59,Haryana,"Loamy, Sandy"
173,India,Wheat,1990,21211,1083,75000,24.37,Haryana,"Loamy, Sandy"
174,India,Wheat,1990,21211,1083,75000,26.63,Haryana,"Loamy, Sandy"
175,India,Wheat,1990,21211,1083,75000,26.63,Haryana,"Loamy, Sandy"
176,India,Wheat,1990,21211,1083,75000,25.64,Haryana,"Loamy, Sandy"
177,India,Cassava,1991,218925,1083,72133,25.85,Kerala ,"Sandy,Loamy"
178,India,Cassava,1991,218925,1083,72133,26.9,Kerala ,"Sandy,Loamy"
179,India,Cassava,1991,218925,1083,72133,25.96,Kerala ,"Sandy,Loamy"
180,India,Cassava,1991,218925,1083,72133,23.77,Kerala ,"Sandy,Loamy"
181,India,Cassava,1991,218925,1083,72133,25.49,Kerala ,"Sandy,Loamy"
182,India,Cassava,1991,218925,1083,72133,25.82,Kerala ,"Sandy,Loamy"
183,India,Cassava,1991,218925,1083,72133,25.74,Kerala ,"Sandy,Loamy"
184,India,Cassava,1991,218925,1083,72133,26.54,Kerala ,"Sandy,Loamy"
185,India,Cassava,1991,218925,1083,72133,27.35,Kerala ,"Sandy,Loamy"
186,India,Cassava,1991,218925,1083,72133,25.4,Kerala ,"Sandy,Loamy"
187,India,Cassava,1991,218925,1083,72133,25.99,Tamil nadu,"Sandy,Loamy"
188,India,Cassava,1991,218925,1083,72133,25.32,Tamil nadu,"Sandy,Loamy"
189,India,Cassava,1991,218925,1083,72133,23.77,Tamil nadu,"Sandy,Loamy"
190,India,Cassava,1991,218925,1083,72133,26.2,Tamil nadu,"Sandy,Loamy"
191,India,Cassava,1991,218925,1083,72133,25.74,Tamil nadu,"Sandy,Loamy"
192,India,Cassava,1991,218925,1083,72133,25.55,Tamil nadu,"Sandy,Loamy"
193,India,Cassava,1991,218925,1083,72133,25.06,Tamil nadu,"Sandy,Loamy"
194,India,Cassava,1991,218925,1083,72133,26.34,Tamil nadu,"Sandy,Loamy"
195,India,Cassava,1991,218925,1083,72133,24.62,Tamil nadu,"Sandy,Loamy"
196,India,Cassava,1991,218925,1083,72133,26.7,Tamil nadu,"Sandy,Loamy"
197,India,Cassava,1991,218925,1083,72133,26.7,Tamil nadu,"Sandy,Loamy"
198,India,Cassava,1991,218925,1083,72133,25.74,Tamil nadu,"Sandy,Loamy"
199,India,Maize,1991,13763,1083,72133,25.85,Karnataka ,"Loamy,Sandy"
200,India,Maize,1991,13763,1083,72133,26.9,Karnataka ,"Loamy,Sandy"
201,India,Maize,1991,13763,1083,72133,25.96,Karnataka ,"Loamy,Sandy"
202,India,Maize,1991,13763,1083,72133,23.77,Karnataka ,"Loamy,Sandy"
203,India,Maize,1991,13763,1083,72133,25.49,Karnataka ,"Loamy,Sandy"
204,India,Maize,1991,13763,1083,72133,25.82,Andhra Pradesh,"Loamy,Sandy"
205,India,Maize,1991,13763,1083,72133,25.74,Andhra Pradesh,"Loamy,Sandy"
206,India,Maize,1991,13763,1083,72133,26.54,Andhra Pradesh,"Loamy,Sandy"
207,India,Maize,1991,13763,1083,72133,27.35,Andhra Pradesh,"Loamy,Sandy"
208,India,Maize,1991,13763,1083,72133,25.4,Andhra Pradesh,"Loamy,Sandy"
209,India,Maize,1991,13763,1083,72133,25.99,Bihar,"Loamy,Sandy"
210,India,Maize,1991,13763,1083,72133,25.32,Bihar,"Loamy,Sandy"
211,India,Maize,1991,13763,1083,72133,23.77,Bihar,"Loamy,Sandy"
212,India,Maize,1991,13763,1083,72133,26.2,Bihar,"Loamy,Sandy"
213,India,Maize,1991,13763,1083,72133,25.74,Bihar,"Loamy,Sandy"
214,India,Maize,1991,13763,1083,72133,25.55,Bihar,"Loamy,Sandy"
215,India,Maize,1991,13763,1083,72133,25.06,Bihar,"Loamy,Sandy"
216,India,Maize,1991,13763,1083,72133,26.34,Bihar,"Loamy,Sandy"
217,India,Maize,1991,13763,1083,72133,24.62,Bihar,"Loamy,Sandy"
218,India,Maize,1991,13763,1083,72133,26.7,Bihar,"Loamy,Sandy"
219,India,Maize,1991,13763,1083,72133,26.7,Bihar,"Loamy,Sandy"
220,India,Maize,1991,13763,1083,72133,25.74,Bihar,"Loamy,Sandy"
221,India,Potatoes,1991,162540,1083,72133,25.85,Uttar Pradesh,"Sandy, Loamy"
222,India,Potatoes,1991,162540,1083,72133,26.9,Uttar Pradesh,"Sandy, Loamy"
223,India,Potatoes,1991,162540,1083,72133,25.96,Uttar Pradesh,"Sandy, Loamy"
224,India,Potatoes,1991,162540,1083,72133,23.77,Uttar Pradesh,"Sandy, Loamy"
225,India,Potatoes,1991,162540,1083,72133,25.49,Uttar Pradesh,"Sandy, Loamy"
226,India,Potatoes,1991,162540,1083,72133,25.82,Uttar Pradesh,"Sandy, Loamy"
227,India,Potatoes,1991,162540,1083,72133,25.74,Uttar Pradesh,"Sandy, Loamy"
228,India,Potatoes,1991,162540,1083,72133,26.54,Uttar Pradesh,"Sandy, Loamy"
229,India,Potatoes,1991,162540,1083,72133,27.35,Uttar Pradesh,"Sandy, Loamy"
230,India,Potatoes,1991,162540,1083,72133,25.4,Uttar Pradesh,"Sandy, Loamy"
231,India,Potatoes,1991,162540,1083,72133,25.99,West Bengal,"Sandy, Loamy"
232,India,Potatoes,1991,162540,1083,72133,25.32,West Bengal,"Sandy, Loamy"
233,India,Potatoes,1991,162540,1083,72133,23.77,West Bengal,"Sandy, Loamy"
234,India,Potatoes,1991,162540,1083,72133,26.2,West Bengal,"Sandy, Loamy"
235,India,Potatoes,1991,162540,1083,72133,25.74,West Bengal,"Sandy, Loamy"
236,India,Potatoes,1991,162540,1083,72133,25.55,Punjab,"Sandy, Loamy"
237,India,Potatoes,1991,162540,1083,72133,25.06,Punjab,"Sandy, Loamy"
238,India,Potatoes,1991,162540,1083,72133,26.34,Punjab,"Sandy, Loamy"
239,India,Potatoes,1991,162540,1083,72133,24.62,Punjab,"Sandy, Loamy"
240,India,Potatoes,1991,162540,1083,72133,26.7,Punjab,"Sandy, Loamy"
241,India,Potatoes,1991,162540,1083,72133,26.7,Punjab,"Sandy, Loamy"
242,India,Potatoes,1991,162540,1083,72133,25.74,Punjab,"Sandy, Loamy"
243,India,Rice,1991,26271,1083,72133,25.85,West Bengal,"Clay, Clayskeletal"
244,India,Rice,1991,26271,1083,72133,26.9,West Bengal,"Clay, Clayskeletal"
245,India,Rice,1991,26271,1083,72133,25.96,West Bengal,"Clay, Clayskeletal"
246,India,Rice,1991,26271,1083,72133,23.77,West Bengal,"Clay, Clayskeletal"
247,India,Rice,1991,26271,1083,72133,25.49,West Bengal,"Clay, Clayskeletal"
248,India,Rice,1991,26271,1083,72133,25.82,West Bengal,"Clay, Clayskeletal"
249,India,Rice,1991,26271,1083,72133,25.74,Punjab,"Clay, Clayskeletal"
250,India,Rice,1991,26271,1083,72133,26.54,Punjab,"Clay, Clayskeletal"
251,India,Rice,1991,26271,1083,72133,27.35,Punjab,"Clay, Clayskeletal"
252,India,Rice,1991,26271,1083,72133,25.4,Punjab,"Clay, Clayskeletal"
253,India,Rice,1991,26271,1083,72133,25.99,Punjab,"Clay, Clayskeletal"
254,India,Rice,1991,26271,1083,72133,25.32,Tamil nadu,"Clay, Clayskeletal"
255,India,Rice,1991,26271,1083,72133,23.77,Tamil nadu,"Clay, Clayskeletal"
256,India,Rice,1991,26271,1083,72133,26.2,Tamil nadu,"Clay, Clayskeletal"
257,India,Rice,1991,26271,1083,72133,25.74,Tamil nadu,"Clay, Clayskeletal"
258,India,Rice,1991,26271,1083,72133,25.55,Tamil nadu,"Clay, Clayskeletal"
259,India,Rice,1991,26271,1083,72133,25.06,Tamil nadu,"Clay, Clayskeletal"
260,India,Rice,1991,26271,1083,72133,26.34,Andhra Pradesh,"Clay, Clayskeletal"
261,India,Rice,1991,26271,1083,72133,24.62,Andhra Pradesh,"Clay, Clayskeletal"
262,India,Rice,1991,26271,1083,72133,26.7,Andhra Pradesh,"Clay, Clayskeletal"
263,India,Rice,1991,26271,1083,72133,26.7,Andhra Pradesh,"Clay, Clayskeletal"
264,India,Rice,1991,26271,1083,72133,25.74,Andhra Pradesh,"Clay, Clayskeletal"
265,India,Sorghum,1991,6553,1083,72133,25.85,Maharashtra ,"Loamy, Sandy"
266,India,Sorghum,1991,6553,1083,72133,26.9,Maharashtra ,"Loamy, Sandy"
267,India,Sorghum,1991,6553,1083,72133,25.96,Maharashtra ,"Loamy, Sandy"
268,India,Sorghum,1991,6553,1083,72133,23.77,Maharashtra ,"Loamy, Sandy"
269,India,Sorghum,1991,6553,1083,72133,25.49,Maharashtra ,"Loamy, Sandy"
270,India,Sorghum,1991,6553,1083,72133,25.82,Karnataka ,"Loamy, Sandy"
271,India,Sorghum,1991,6553,1083,72133,25.74,Karnataka ,"Loamy, Sandy"
272,India,Sorghum,1991,6553,1083,72133,26.54,Karnataka ,"Loamy, Sandy"
273,India,Sorghum,1991,6553,1083,72133,27.35,Karnataka ,"Loamy, Sandy"
274,India,Sorghum,1991,6553,1083,72133,25.4,Karnataka ,"Loamy, Sandy"
275,India,Sorghum,1991,6553,1083,72133,25.99,Tamil nadu,"Loamy, Sandy"
276,India,Sorghum,1991,6553,1083,72133,25.32,Tamil nadu,"Loamy, Sandy"
277,India,Sorghum,1991,6553,1083,72133,23.77,Tamil nadu,"Loamy, Sandy"
278,India,Sorghum,1991,6553,1083,72133,26.2,Tamil nadu,"Loamy, Sandy"
279,India,Sorghum,1991,6553,1083,72133,25.74,Tamil nadu,"Loamy, Sandy"
280,India,Sorghum,1991,6553,1083,72133,25.55,Tamil nadu,"Loamy, Sandy"
281,India,Sorghum,1991,6553,1083,72133,25.06,Tamil nadu,"Loamy, Sandy"
282,India,Sorghum,1991,6553,1083,72133,26.34,Tamil nadu,"Loamy, Sandy"
283,India,Sorghum,1991,6553,1083,72133,24.62,Tamil nadu,"Loamy, Sandy"
284,India,Sorghum,1991,6553,1083,72133,26.7,Tamil nadu,"Loamy, Sandy"
285,India,Sorghum,1991,6553,1083,72133,26.7,Tamil nadu,"Loamy, Sandy"
286,India,Sorghum,1991,6553,1083,72133,25.74,Tamil nadu,"Loamy, Sandy"
287,India,Soybeans,1991,7825,1083,72133,25.85,Madhya Pradesh ,"Loamy, Sandy"
288,India,Soybeans,1991,7825,1083,72133,26.9,Madhya Pradesh ,"Loamy, Sandy"
289,India,Soybeans,1991,7825,1083,72133,25.96,Madhya Pradesh ,"Loamy, Sandy"
290,India,Soybeans,1991,7825,1083,72133,23.77,Madhya Pradesh ,"Loamy, Sandy"
291,India,Soybeans,1991,7825,1083,72133,25.49,Madhya Pradesh ,"Loamy, Sandy"
292,India,Soybeans,1991,7825,1083,72133,25.82,Madhya Pradesh ,"Loamy, Sandy"
293,India,Soybeans,1991,7825,1083,72133,25.74,Maharashtra ,"Loamy, Sandy"
294,India,Soybeans,1991,7825,1083,72133,26.54,Maharashtra ,"Loamy, Sandy"
295,India,Soybeans,1991,7825,1083,72133,27.35,Maharashtra ,"Loamy, Sandy"
296,India,Soybeans,1991,7825,1083,72133,25.4,Maharashtra ,"Loamy, Sandy"
297,India,Soybeans,1991,7825,1083,72133,25.99,Maharashtra ,"Loamy, Sandy"
298,India,Soybeans,1991,7825,1083,72133,25.32,Maharashtra ,"Loamy, Sandy"
299,India,Soybeans,1991,7825,1083,72133,23.77,Rajasthan,"Loamy, Sandy"
300,India,Soybeans,1991,7825,1083,72133,26.2,Rajasthan,"Loamy, Sandy"
301,India,Soybeans,1991,7825,1083,72133,25.74,Rajasthan,"Loamy, Sandy"
302,India,Soybeans,1991,7825,1083,72133,25.55,Rajasthan,"Loamy, Sandy"
303,India,Soybeans,1991,7825,1083,72133,25.06,Rajasthan,"Loamy, Sandy"
304,India,Soybeans,1991,7825,1083,72133,26.34,Rajasthan,"Loamy, Sandy"
305,India,Soybeans,1991,7825,1083,72133,24.62,Rajasthan,"Loamy, Sandy"
306,India,Soybeans,1991,7825,1083,72133,26.7,Rajasthan,"Loamy, Sandy"
307,India,Soybeans,1991,7825,1083,72133,26.7,Rajasthan,"Loamy, Sandy"
308,India,Soybeans,1991,7825,1083,72133,25.74,Rajasthan,"Loamy, Sandy"
